,Kabupaten/Kota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
1043,Aceh Jaya,2021,1470872.33,58323.91,980018.74,1582200.5,-260.77,-1232062.34,2859092.37
1044,Bener Meriah,2021,2457622.69,102975.85,918016.2,2299984.78,4125.69,-776088.03,5006637.18
1045,Pidie Jaya,2021,2749123.73,154958.74,935563.64,1444899.02,49755.53,-1654149.94,3680150.72
1046,Kota Banda Aceh,2021,11629664.15,317145.76,8317054.17,4829552.44,181505.95,-5330962.3,19943960.17
1047,Kota Sabang,2021,842488.38,94380.86,969103.27,1070089.22,38605.59,-1413352.11,1601315.22
1048,Kota Langsa,2021,3767704.99,137582.98,1113998.1,2129456.11,39032.02,-1422280.41,5765493.79
1049,Kota Lhokseumawe,2021,4894818.51,122997.92,1613578.62,4417527.23,88652.72,-1706189.12,9431385.89
1050,Kota Subulussalam,2021,1346392.96,55298.47,622367.57,1102650.14,-7485.27,-1008274.73,2110949.14
1051,Nias,2021,3846358.01,163095.86,877482.95,1049721.72,13518.47,-1728314.07,4221862.94
1052,Mandailing Natal,2021,9472808.0,218371.11,2266794.79,3234105.87,489112.53,-800770.34,14880421.96
1053,Tapanuli Selatan,2021,7111256.73,102768.59,1489124.13,5616024.51,176144.95,976127.97,15471446.89
1054,Tapanuli Tengah,2021,7235902.27,217360.53,1020092.92,1994331.03,112060.11,38999.53,10618746.39
1055,Tapanuli Utara,2021,5581691.01,404433.0,1337600.0,3793841.0,240171.98,-2557661.0,8800075.99
1056,Toba Samosir,2021,4470744.98,136660.16,1155177.63,1756654.8,116433.72,630458.38,8266129.67
1057,Labuhan Batu,2021,17230375.6,217231.98,1462437.1,8332104.61,1140813.78,9223915.22,37606878.29
1058,Asahan,2021,21668829.26,462829.52,2239560.29,11395388.27,582782.03,5644852.57,41994241.94
1059,Simalungun,2021,22652795.81,425253.55,2518358.08,10683533.97,478701.46,5818235.79,42576878.66
1060,Dairi,2021,5396741.46,231008.3,1054052.32,2656263.1,219679.2,153054.28,9710798.66
1061,Karo,2021,11681165.01,353340.81,1907300.32,6910120.26,820292.18,151925.35,21824143.93
1062,Deli Serdang,2021,67098444.02,604967.5,4030549.09,38528103.61,1616278.45,3427965.07,115306307.7
1063,Langkat,2021,26598108.72,435310.95,3474624.31,10704476.39,1013293.15,4075390.23,46301203.75
1064,Nias Selatan,2021,5951024.97,199016.62,1941048.09,1836394.63,408119.55,-2914974.7,7420629.16
1065,Humbang Hasundutan,2021,3603629.0,107757.7,1083065.04,1517831.52,38723.99,5719.64,6356726.89
1066,Pakpak Bharat,2021,695251.0,11600.69,379792.52,390223.57,6381.01,-212533.93,1270714.86
1067,Samosir,2021,2793226.99,112712.53,1010982.92,684484.27,208598.88,-54772.3,4755233.29
1068,Serdang Bedagai,2021,16635979.99,345873.14,2614532.93,7726494.26,649023.71,2446949.82,30418853.85
1069,Batu Bara,2021,14801130.26,281858.83,1871747.93,7263687.51,870643.93,12108645.13,37197713.59
1070,Padang Lawas Utara,2021,7644209.99,156395.39,1096260.31,3074174.39,82400.18,1084478.08,13137918.34
1071,Padang Lawas,2021,5977319.95,113567.6,851255.02,2873998.54,59405.47,3263595.14,13139141.72
1072,Labuhan Batu Selatan,2021,13299363.57,141961.14,1112842.19,7960039.19,1033790.1,7206129.15,30754125.33
1073,Labuhan Batu Utara,2021,11980411.91,215175.91,1285453.4,7050629.34,633554.46,6235279.38,27400504.4
1074,Nias Utara,2021,2963229.01,61157.11,786794.55,1183673.86,114025.58,-1233813.98,3875066.13
1075,Nias Barat,2021,1538004.01,83714.38,479294.25,554093.97,93846.75,-728954.06,2019999.3
1076,Kota Sibolga,2021,3455743.11,106582.25,684026.86,1082525.9,118959.8,348270.21,5796108.12
1077,Kota Tanjung Balai,2021,4926878.33,125141.29,900876.07,3065781.35,357199.32,256827.2,9632703.56
1078,Kota Pematang Siantar,2021,8332497.62,385182.84,1556102.04,3550664.85,435524.86,-51746.63,14208225.58
1079,Kota Tebing Tinggi,2021,4292559.02,22493.49,1175180.02,2408551.2,67009.47,-1615847.92,6349945.28
1080,Kota Medan,2021,108899964.5,772648.04,10271602.55,104890181.8,2470974.33,27416593.48,254721964.7
1081,Kota Binjai,2021,7116357.83,170680.72,756261.59,4012244.75,136012.45,125590.89,12317148.23
1082,Kota Padangsidimpuan,2021,4196895.42,222122.01,1270181.93,2485720.12,80894.67,-1471418.4,6784395.75
1083,Kota Gunungsitoli,2021,4086992.03,120477.17,544372.26,1783400.61,17060.1,-534755.66,6017546.51
1084,Kepulauan Mentawai,2021,2474647.22,43098.83,805932.77,1462993.41,5619.42,51622.3,4843913.95
1085,Pesisir Selatan,2021,7763132.16,164283.85,1630023.45,4379844.92,40905.11,948383.09,14926572.58
1086,Solok,2021,7849412.17,125601.86,1466197.1,4391684.02,15398.98,329768.08,14178062.2
1087,Sijunjung,2021,5160214.74,77008.87,965608.3,3102618.22,21291.72,240931.85,9567673.69
1088,Tanah Datar,2021,7862376.37,172209.45,1556569.56,4309382.73,16802.69,-326405.1,13590935.7
1089,Padang Pariaman,2021,11156066.17,236070.24,1806929.75,6207972.35,60079.44,-1012029.92,18455088.03
1090,Agam,2021,11700972.02,239893.55,1653569.91,6316529.7,14626.3,1514820.97,21440412.46
1091,Lima Puluh Kota,2021,8811137.67,176435.55,1424719.98,5017723.53,8321.74,744054.96,16182393.43
1092,Pasaman,2021,5015818.8,105096.33,1071082.35,2882060.91,24323.73,334067.6,9432449.73
1093,Solok Selatan,2021,3189132.36,69367.51,671892.34,1703595.43,5067.76,138922.53,5777977.93
1094,Dharmasraya,2021,6101424.31,111962.0,965908.34,3209400.35,20726.71,348044.02,10757465.74
1095,Pasaman Barat,2021,9083544.17,198785.48,1415586.1,4969422.18,33001.36,233536.51,15933875.79
1096,Kota Padang,2021,32756921.06,734107.35,9521808.75,19030225.38,59673.89,3076124.4,65178860.84
1097,Kota Solok,2021,2197103.1,44927.46,687459.49,1138774.45,3571.3,180056.76,4251892.56
1098,Kota Sawah Lunto,2021,2151133.3,43665.36,688178.05,1022616.79,4869.44,-58770.75,3851692.19
1099,Kota Padang Panjang,2021,1936265.48,41125.26,649458.97,1132854.13,2023.7,-110609.31,3651118.22
1100,Kota Bukittinggi,2021,4931797.65,87786.44,1181847.09,2493722.21,10247.81,321163.37,9026564.58
1101,Kota Payakumbuh,2021,3383226.03,65522.22,881743.28,1820314.84,13477.19,1138225.8,7302509.35
1102,Kota Pariaman,2021,2786294.54,61456.72,695762.01,1466916.55,7574.58,240652.64,5258657.04
1103,Kuantan Singingi,2021,15768100.92,174477.17,1357669.36,16400363.51,33333.81,5021978.84,38755923.6
1104,Indragiri Hulu,2021,18031478.16,243411.31,1622704.02,17835112.43,123921.97,9880337.68,47736965.57
1105,Indragiri Hilir,2021,29850896.46,427440.94,1802725.01,16594831.2,172553.07,24503863.34,73352310.02
1106,Pelalawan,2021,15696220.94,192079.86,1278499.44,10066670.33,62744.45,30322346.65,57618561.67
1107,Siak,2021,21821000.1,262458.52,2006169.95,22893261.9,82455.27,42570787.05,89636132.79
1108,Kampar,2021,38614703.64,488161.05,2499036.72,30512882.06,147627.84,14193569.24,86455980.55
1109,Rokan Hulu,2021,25084636.03,329915.02,1328116.92,10029212.32,77785.88,5327794.25,42177460.42
1110,Bengkalis,2021,30014658.84,358646.67,3112404.52,27451611.29,224201.66,78451973.46,139613496.4
1111,Rokan Hilir,2021,25778640.42,380534.34,1734780.06,8675868.81,62242.96,43470562.98,80102629.57
1112,Kepulauan Meranti,2021,7473134.84,150372.43,574852.45,4956663.69,64398.62,7873664.82,21093086.85
1113,Kota Pekanbaru,2021,63807263.16,1268569.47,8894462.08,105192017.3,1037090.51,-53674148.06,126525254.5
1114,Kota Dumai,2021,12879908.44,172873.42,2238500.06,17019727.7,154944.91,7480153.43,39946107.96
1115,Kerinci,2021,5852594.6,63868.68,1298084.2,2831976.73,47220.05,1144215.5,11237959.76
1116,Merangin,2021,10323647.04,59051.91,1237635.43,4118434.76,79413.49,2019163.29,17837345.92
1117,Sarolangun,2021,8853753.58,88769.71,1010750.22,6188346.19,58298.37,359073.81,16558991.87
1118,Batang Hari,2021,8620098.26,72085.44,1186442.65,4177193.75,107685.48,4645753.71,18809259.29
1119,Muaro Jambi,2021,11231475.45,115743.28,1782033.79,4815319.65,694272.53,8919493.13,27558337.82
1120,Tanjung Jabung Timur,2021,6528378.97,92440.56,1304562.05,3907532.13,207063.27,9743683.68,21783660.67
1121,Tanjung Jabung Barat,2021,10429467.03,87741.83,1140857.69,5835301.0,483141.19,24104073.69,42080582.43
1122,Tebo,2021,8741879.63,104996.93,990500.84,3792453.98,107439.22,3212017.08,16949287.67
1123,Bungo,2021,10641863.45,111316.78,1223303.68,6048603.02,146771.12,1911029.74,20082887.79
1124,Kota Jambi,2021,18872455.8,507961.11,6684808.18,7475246.1,540471.77,-2162316.54,31918626.4
1125,Kota Sungai Penuh,2021,3553951.65,48822.54,536583.55,2067608.94,173304.09,1600587.94,7980858.72
1126,Ogan Komering Ulu,2021,10691239.59,231487.27,1269587.79,5825733.24,-19273.53,-2268517.39,15730256.98
1127,Ogan Komering Ilir,2021,19640108.41,470451.11,2323505.18,9358001.67,15170.15,-571197.45,31236039.07
1128,Muara Enim,2021,37780569.04,1148006.77,2637962.0,15819221.26,447047.09,11736861.92,69569668.07
1129,Lahat,2021,13553382.57,324999.7,3068779.89,6101370.8,-25706.0,-3387290.41,19635536.56
1130,Musi Rawas,2021,14203616.74,264658.57,1800432.57,5323041.14,-290033.82,-889220.55,20412494.66
1131,Musi Banyuasin,2021,48869842.14,1298019.26,4274415.05,20456626.07,35298.93,-2290476.77,72643724.68
1132,Banyu Asin,2021,20390580.95,408462.48,2144316.75,8275269.43,-8245.49,-217420.35,30992963.76
1133,Ogan Komering Ulu Selatan,2021,6122341.73,112030.35,1206549.45,2901215.07,107969.56,-919862.75,9530243.4
1134,Ogan Komering Ulu Timur,2021,11299012.54,191696.14,1626446.09,5217370.32,52878.17,-2143943.21,16243460.05
1135,Ogan Ilir,2021,7231981.57,167511.27,1516187.76,3281431.86,-1162.25,-147128.94,12048821.28
1136,Empat Lawang,2021,3331634.2,92764.7,879465.1,1688868.6,23230.53,-624927.16,5391035.97
1137,Penukal Abab Lematang Ilir,2021,4933820.07,138380.61,360211.72,2344145.84,44271.07,-293693.24,7527136.06
1138,Musi Rawas Utara,2021,5786741.35,106625.95,700144.65,2175205.45,-11786.36,-1012933.44,7743997.6
1139,Kota Palembang,2021,96173861.63,2007943.12,8566801.73,69741205.5,-80971.17,-14376045.26,162032795.5
1140,Kota Prabumulih,2021,5317943.1,132142.29,1016295.13,3153472.15,-456.69,-1273469.51,8345926.47
1141,Kota Pagar Alam,2021,2312599.85,57494.54,488927.2,1079819.7,26803.55,-963709.47,3001935.38
1142,Kota Lubuklinggau,2021,4297530.3,110502.46,849674.33,2963580.67,72824.43,-1263644.31,7030467.87
1143,Bengkulu Selatan,2021,3674412.18,142073.03,1243833.65,2467337.14,1496.53,-1332540.2,6196612.34
1144,Rejang Lebong,2021,6242266.45,182201.51,1258154.25,3535265.48,5275.23,-1131635.06,10091527.86
1145,Bengkulu Utara,2021,5616817.98,146209.46,1271266.5,4028301.75,1424.94,-1209374.9,9854645.73
1146,Kaur,2021,2441188.2,86748.43,803933.24,2347139.55,1475.47,-1779618.45,3900866.44
1147,Seluma,2021,3116078.07,68660.1,867036.08,2896550.53,3653.66,-1898377.79,5053600.65
1148,Mukomuko,2021,3517563.81,125107.84,855558.3,3202801.42,2879.63,-2010820.94,5693090.06
1149,Lebong,2021,2328714.34,110212.09,753918.02,2174833.31,786.53,-1740682.47,3627781.81
1150,Kepahiang,2021,2895686.59,123447.71,756115.58,2123093.06,4121.99,-1154004.0,4748460.94
1151,Bengkulu Tengah,2021,3046466.79,63269.44,600924.03,2307480.22,3668.1,-555566.11,5466242.46
1152,Kota Bengkulu,2021,15018267.95,644658.24,6439327.92,7610832.83,27736.13,-4765898.62,24974924.45
1153,Lampung Barat,2021,5799815.53,212622.03,1351833.26,2852879.67,17759.34,-2757398.15,7477511.69
1154,Tanggamus,2021,11614319.16,260377.63,1667846.53,4104179.23,39040.94,-1368889.05,16316874.45
1155,Lampung Selatan,2021,25875965.81,660585.48,2192040.85,16980422.34,507758.92,-125956.26,46090817.14
1156,Lampung Timur,2021,27566586.27,723638.03,2461105.56,14012212.7,-118622.71,-827312.72,43817607.13
1157,Lampung Tengah,2021,39653227.51,1003757.26,2611357.08,26079644.36,22755.09,4969208.66,74339949.95
1158,Lampung Utara,2021,15244796.72,797841.75,1714141.94,8420608.85,1255.27,-1237569.76,24941074.77
1159,Way Kanan,2021,9370161.64,225700.79,1145743.91,4823814.68,13807.75,-917363.26,14661865.51
1160,Tulangbawang,2021,14297031.9,373626.89,1143772.23,8798738.84,54151.11,-501056.42,24166264.55
1161,Pesawaran,2021,9780518.34,234897.33,1141638.06,5324663.33,-245340.29,578206.85,16814583.63
1162,Pringsewu,2021,9925548.71,205324.05,892276.78,3661020.47,241941.34,-3267061.51,11659049.85
1163,Mesuji,2021,6208531.31,157473.22,527802.66,3372843.4,2209.51,610101.49,10878961.59
1164,Tulang Bawang Barat,2021,7962675.0,154229.38,702173.55,3871298.59,64866.9,-794693.51,11960549.91
1165,Pesisir Barat,2021,3368266.44,90198.75,149448.48,1110618.78,7172.92,166337.57,4892042.94
1166,Kota Bandar Lampung,2021,37562623.74,1064165.07,11465656.73,20903543.32,179949.66,-9695375.05,61480563.48
1167,Kota Metro,2021,4744086.94,129552.05,988247.05,1469908.71,35276.3,-801617.86,6565453.19
1168,Bangka,2021,10476503.19,101347.57,1356624.01,3627095.2,23607.03,580830.54,16166007.55
1169,Belitung,2021,6256620.1,83897.29,1232888.31,3007056.32,105907.59,324672.26,11011041.86
1170,Bangka Barat,2021,7923289.39,87355.59,928667.05,2954831.06,72750.68,3464676.58,15431570.35
1171,Bangka Tengah,2021,6845424.59,83482.67,1209727.11,2692335.89,6435.93,-1465308.31,9372097.88
1172,Bangka Selatan,2021,6406071.17,67574.32,832019.8,2658574.19,95341.4,-283407.92,9776172.96
1173,Belitung Timur,2021,4854783.41,64424.09,1066355.12,2501127.89,84019.67,311771.81,8882481.99
1174,Kota Pangkal Pinang,2021,7549918.21,140446.89,2226523.39,4612813.12,72981.26,773308.33,15375991.21
1175,Karimun,2021,8938008.89,144977.19,1633299.34,5378991.0,53887.13,-1953422.21,14195741.34
1176,Bintan,2021,11420147.89,27676.02,1720933.15,12662237.46,45853.13,-4662215.38,21214632.27
1177,Natuna,2021,4071542.78,12817.73,1949051.27,3421205.68,36576.69,11378961.99,20870156.14
1178,Lingga,2021,2700253.26,16791.74,979950.74,1822379.37,28521.08,-1048624.52,4499271.67
1179,Kepulauan Anambas,2021,2358379.91,11962.95,1552410.94,3292416.71,21989.79,9460365.3,16697525.6
1180,Kota Batam,2021,68892686.4,388716.51,2583700.54,82155645.23,94938.05,18728217.05,172843903.8
1181,Kota Tanjung Pinang,2021,12551356.87,76941.72,3892302.48,9115780.1,62908.01,-5599915.63,20099373.55
1182,Kep. Seribu,2021,2871345.82,870439.75,611585.88,360213.59,10292.41,3430434.27,8154311.7
1183,Kota Jakarta Selatan,2021,437882597.7,15890333.6,146912265.6,220821896.8,-42288.46,-153075645.0,668389160.1
1184,Kota Jakarta Timur,2021,439784366.5,12158088.26,25651466.43,165049378.5,433453.57,-142658110.5,500418642.7
1185,Kota Jakarta Pusat,2021,169776861.5,7708343.39,242851978.1,197022032.8,-52008.52,110743900.2,728051107.5
1186,Kota Jakarta Barat,2021,415152955.4,10161422.02,21393009.37,213794519.9,161652.7,-166852313.8,493811245.5
1187,Kota Jakarta Utara,2021,332193500.6,13956534.45,21578204.31,216271109.8,524716.44,-48540459.54,535983606.0
1188,Bogor,2021,162606137.6,1455111.61,7637958.01,53525015.09,-943115.09,24611368.9,248892476.1
1189,Sukabumi,2021,45358288.38,353612.88,3960405.95,20347081.61,-702073.78,1420724.31,70738039.35
1190,Cianjur,2021,37476108.62,115462.36,3365701.86,12380224.81,-278118.82,-2921714.18,50137664.64
1191,Bandung,2021,102613912.3,608358.06,5820276.3,25161495.69,-828322.29,-2898891.54,130476828.5
1192,Garut,2021,48134851.67,329255.23,4435101.81,15418735.63,-417109.29,-7064441.76,60836393.3
1193,Tasikmalaya,2021,32873790.23,595017.62,3425174.02,7978331.31,-445615.29,-5141061.54,39285636.36
1194,Ciamis,2021,22841475.14,398401.68,2892599.91,8140311.22,-184012.56,-400721.45,33688053.94
1195,Kuningan,2021,21870853.22,627744.32,3202133.14,6611674.87,-158791.6,-5234511.23,26919102.72
1196,Cirebon,2021,46548042.9,979652.03,3716906.2,15531323.54,-477190.85,-13988796.95,52309936.87
1197,Majalengka,2021,23918225.25,193436.2,2966774.49,11775546.58,-280492.56,-4416491.09,34156998.87
1198,Sumedang,2021,25187624.28,538796.87,3270190.2,8978873.19,-365104.32,-548611.72,37061768.5
1199,Indramayu,2021,35696859.85,248340.29,3481366.01,13888581.75,-794313.59,29074014.24,81594848.56
1200,Subang,2021,30363426.24,323780.73,3775699.51,11033639.71,-384703.24,-2818932.44,42292910.51
1201,Purwakarta,2021,36424954.75,271707.73,2722646.03,16117499.46,-468703.04,15710140.75,70778245.68
1202,Karawang,2021,92492492.32,470854.52,5356017.03,40189519.03,-967162.7,106171603.1,243713323.3
1203,Bekasi,2021,132881170.3,533848.62,5461049.72,73691698.77,-878501.29,128700708.3,340389974.5
1204,Bandung Barat,2021,32262766.59,455277.81,3078078.23,10540030.28,-387660.95,2815821.93,48764313.89
1205,Pangandaran,2021,6799811.28,96100.36,1080925.58,2785855.42,-158024.26,1525022.57,12129690.95
1206,Kota Bogor,2021,47301106.66,788753.56,4943910.44,16435042.29,-529404.91,-20613763.43,48325644.61
1207,Kota Sukabumi,2021,10421219.18,568408.87,1488684.49,2122786.98,-110394.74,-1437660.59,13053044.18
1208,Kota Bandung,2021,175952717.1,1773399.09,31720677.6,78265036.78,-2624905.28,12029337.65,297116262.9
1209,Kota Cirebon,2021,13576992.33,474771.03,2836368.32,6298083.18,-571887.26,1892266.45,24506594.05
1210,Kota Bekasi,2021,112770629.9,336916.19,4720206.99,35543679.1,-992245.65,-50995825.83,101383360.7
1211,Kota Depok,2021,93264930.13,823067.62,2836281.0,40465536.12,-281072.29,-62726406.51,74382336.08
1212,Kota Cimahi,2021,23996231.74,77352.25,1880497.16,11426182.92,-211241.58,-2924553.73,34244468.76
1213,Kota Tasikmalaya,2021,15915399.76,523523.17,2481646.5,7571497.82,-149562.59,-3498481.0,22844023.67
1214,Kota Banjar,2021,3954219.7,56311.94,1163838.22,1483065.54,-37662.31,-1958690.72,4661082.37
1215,Cilacap,2021,46399767.38,607726.03,3218790.34,23773697.92,424345.53,35229270.97,109653598.2
1216,Banyumas,2021,37102370.55,673766.82,4555729.93,21350131.68,145451.05,-6907634.07,56919815.96
1217,Purbalingga,2021,18517380.28,410004.74,1745424.71,5480250.72,670901.66,-430154.65,26393807.46
1218,Banjarnegara,2021,17349830.65,436808.1,1817235.68,5176754.64,72572.0,-2025313.77,22827887.3
1219,Kebumen,2021,21523204.01,540898.52,2557398.42,6022328.52,557913.56,-1638599.01,29563144.02
1220,Purworejo,2021,15133403.47,395547.98,1951494.13,5275295.08,223351.65,-3376374.53,19602717.78
1221,Wonosobo,2021,15144997.7,383751.51,1543122.57,3879473.99,289430.65,-1383914.06,19856862.36
1222,Magelang,2021,24033973.31,691357.14,2608071.58,9888161.41,352178.52,-3397429.53,34176312.43
1223,Boyolali,2021,26131507.02,540921.02,2279049.67,7386225.09,372140.05,-1812882.07,34896960.78
1224,Klaten,2021,31615442.52,687265.85,2814852.61,8953144.54,230374.5,-2029824.14,42271255.88
1225,Sukoharjo,2021,26339521.8,457817.74,1974505.82,9224987.18,116166.66,877458.99,38990458.19
1226,Wonogiri,2021,21645455.95,656106.96,2256909.92,6544434.7,145443.03,-666897.62,30581452.94
1227,Karanganyar,2021,26709825.92,511984.34,2011120.0,9161143.78,710376.34,52762.22,39157212.6
1228,Sragen,2021,27556281.43,510617.69,2348360.82,9451976.77,578968.71,-358429.94,40087775.48
1229,Grobogan,2021,23854521.42,543358.71,2467047.18,4822426.8,46802.19,-2919131.44,28815024.86
1230,Blora,2021,17725892.8,392800.03,2206707.81,3128621.31,96382.99,3378203.53,26928608.47
1231,Rembang,2021,14345785.6,307559.33,1617206.55,4520989.82,686539.51,-1406984.04,20071096.77
1232,Pati,2021,32569384.97,571015.54,2850682.1,10749303.04,402413.63,-1576863.95,45565935.33
1233,Kudus,2021,29149390.76,359310.6,2098661.33,14927601.01,1050714.38,61138837.63,108724515.7
1234,Jepara,2021,27562399.07,554451.34,2298843.2,12297593.6,194892.88,-10862481.74,32045698.36
1235,Demak,2021,20927534.57,471254.77,2320545.75,7898448.79,222947.86,-4190751.75,27649980.0
1236,Semarang,2021,29924610.4,561729.58,3270378.98,21205954.47,435766.84,-3602120.26,51796320.01
1237,Temanggung,2021,16168802.68,404845.54,1621414.87,3899932.84,767043.04,-234247.49,22627791.48
1238,Kendal,2021,26115627.34,446442.91,2138401.43,12587736.45,408282.9,3468309.77,45164800.8
1239,Batang,2021,16173933.47,364824.14,1567301.04,6372771.65,390464.63,-1743538.94,23125755.99
1240,Pekalongan,2021,17776946.3,411003.38,1859358.35,5612050.32,412450.38,-2041508.47,24030300.26
1241,Pemalang,2021,21575730.96,489195.4,2185977.81,3916156.86,124918.27,-848086.57,27443892.73
1242,Tegal,2021,30362371.21,544255.94,2392376.56,9037149.74,276434.35,-5277594.22,37334993.58
1243,Brebes,2021,37153481.19,657754.0,2748544.42,6535766.8,64663.08,1806027.08,48966236.57
1244,Kota Magelang,2021,5158673.63,124673.33,1590167.56,4678075.47,87945.29,-2460785.66,9178749.62
1245,Kota Surakarta,2021,25422606.33,308215.07,4747861.63,34144309.48,305119.86,-14556548.18,50371564.19
1246,Kota Salatiga,2021,8824965.44,143116.94,1304381.85,6390058.45,111886.4,-2765503.45,14008905.63
1247,Kota Semarang,2021,83722820.81,1552823.44,23911681.98,134726907.8,883624.98,-39926857.31,204871001.7
1248,Kota Pekalongan,2021,7585834.75,148786.46,1021250.1,4473125.89,29710.42,-1798124.63,11460582.99
1249,Kota Tegal,2021,8321722.28,133960.92,1365146.19,7226241.88,68771.78,-1098798.52,16017044.53
1250,Kulon Progo,2021,7713904.94,392601.3,1837880.27,6865636.09,55867.42,-4223328.72,12642561.31
1251,Bantul,2021,20668269.81,899041.88,3651848.12,7155616.01,221990.24,-4470597.89,28126168.18
1252,Gunung Kidul,2021,14126336.44,249648.46,3207743.87,6126493.97,238407.84,-3518112.49,20430518.09
1253,Sleman,2021,31959505.41,990521.55,6832325.18,18994882.56,820789.41,-10194782.54,49403241.57
1254,Kota Yogyakarta,2021,21710157.48,1953400.97,7538802.56,9930354.25,467054.16,-3058410.02,38541359.4
1255,Pacitan,2021,12472589.31,354868.89,1604630.06,6820883.01,21787.89,-4893516.24,16381242.92
1256,Ponorogo,2021,15059855.61,523855.99,2235690.04,5799629.81,16320.8,-2285344.23,21350008.03
1257,Trenggalek,2021,13517409.67,798554.02,1972946.86,3640454.82,8469.34,-739588.15,19198246.56
1258,Tulungagung,2021,27279415.92,680024.39,2877021.81,11197882.38,33049.15,-1900719.08,40166674.57
1259,Blitar,2021,25807493.27,812341.72,2873408.17,10529776.85,22776.5,-2226070.97,37819725.54
1260,Kediri,2021,31235442.9,1043552.2,3079638.03,13608341.4,232753.0,-6507016.35,42692711.18
1261,Malang,2021,68134858.85,2705411.45,4362226.72,34122721.67,94851.09,-2383688.6,107036381.2
1262,Lumajang,2021,23320537.48,417954.74,1979224.4,7239330.0,658401.95,63175.25,33678623.82
1263,Jember,2021,55766356.55,1507880.35,3810976.22,14424605.2,1807389.24,3751628.55,81068836.11
1264,Banyuwangi,2021,56257590.49,1407043.03,5974274.41,27381003.48,335384.51,-5436721.09,85918574.83
1265,Bondowoso,2021,15586525.93,387113.34,1900982.45,5476887.92,135556.21,-2434838.81,21052227.04
1266,Situbondo,2021,14967416.21,289324.15,2021765.32,4724479.12,88403.14,-890536.99,21200850.96
1267,Probolinggo,2021,24572451.59,343456.68,2184448.6,9707776.27,94925.67,-1297534.87,35605523.95
1268,Pasuruan,2021,93055561.1,1081148.62,3017112.95,49966845.26,968210.23,9061848.07,157150726.2
1269,Sidoarjo,2021,119748764.2,2490488.64,15284234.82,62821188.15,1196123.72,9109378.52,210650178.1
1270,Mojokerto,2021,48058968.21,1047569.33,2230455.28,23692564.41,989413.84,11126052.11,87145023.17
1271,Jombang,2021,30930862.18,1121638.54,2947724.69,13142888.49,496928.22,-6892826.45,41747215.67
1272,Nganjuk,2021,19526856.48,420934.62,2346586.81,7960183.24,522983.14,-2724213.57,28053330.72
1273,Madiun,2021,14341391.6,407870.53,1823027.67,6850494.91,222086.28,-3620456.93,20024414.05
1274,Magetan,2021,14037951.65,240241.41,1964086.79,4415304.81,66402.38,-1136114.59,19587872.44
1275,Ngawi,2021,15089389.22,245745.31,2165789.54,4733771.6,40740.48,-1460973.56,20814462.59
1276,Bojonegoro,2021,31815580.66,273057.03,2573212.26,16006344.54,170861.32,33361858.51,84200914.33
1277,Tuban,2021,36148884.26,564636.5,2785917.11,24471652.61,235801.98,1704841.76,65911734.22
1278,Lamongan,2021,29308215.19,996251.7,2811745.61,12648417.04,103843.94,-4825584.84,41042888.64
1279,Gresik,2021,85938408.37,1024472.57,3545601.98,34584605.42,3356893.03,16206088.49,144656069.9
1280,Bangkalan,2021,17041470.25,271345.87,2060994.25,8040364.08,331439.48,-2988906.77,24756707.15
1281,Sampang,2021,13963752.54,336251.71,1943826.71,5835061.09,4737.3,-1444782.99,20638846.36
1282,Pamekasan,2021,12510237.69,260756.38,2142955.42,5303643.43,92762.76,-2651134.69,17659220.99
1283,Sumenep,2021,24373035.5,324727.85,2626430.18,8732197.34,1823.22,-758057.04,35300157.05
1284,Kota Kediri,2021,23495874.33,281496.96,1673879.73,22024969.32,2614645.22,91376257.33,141467122.9
1285,Kota Blitar,2021,4753387.86,80167.18,1590134.81,1387024.55,2029.05,-699146.24,7113597.21
1286,Kota Malang,2021,51850952.81,422101.87,2405835.41,25197951.26,593289.1,-3852785.53,76617344.92
1287,Kota Probolinggo,2021,8636738.57,215949.83,1234328.03,2179212.75,14135.04,-580461.22,11699903.01
1288,Kota Pasuruan,2021,5902677.87,231401.09,1043559.09,1745989.65,1858.73,-434360.61,8491125.83
1289,Kota Mojokerto,2021,4846610.83,63026.04,1103129.25,2392008.09,318.27,-1469460.15,6935632.33
1290,Kota Madiun,2021,10413892.6,171443.1,1254044.79,2982672.65,243555.5,-630180.69,14435427.95
1291,Kota Surabaya,2021,347292279.9,5194343.47,23720430.63,160984276.3,5487532.11,47548253.35,590227115.8
1292,Kota Batu,2021,10988833.9,386682.14,1291819.59,5343208.81,527.1,-1169927.56,16841143.98
1293,Pandeglang,2021,19463657.13,495693.42,2443482.94,2255604.69,127.84,5211356.09,29869922.11
1294,Lebak,2021,21897047.65,545936.24,2379159.03,1837918.77,1.71,4170138.52,30830201.92
1295,Tangerang,2021,74952602.15,701768.54,5010012.15,37950875.49,61.28,26668356.91,145283676.5
1296,Serang,2021,43993210.4,494786.58,2299447.12,31879421.91,197.18,1564201.23,80231264.41
1297,Kota Tangerang,2021,93263352.07,424298.59,3431339.45,58186086.06,520.31,-5148739.69,150156856.8
