Job Title,Company Name,Location,URL,Company Location,company size,Industry_stats,Job Qualifications,Job Skills,Job Skills,Job Skills,Profile,Skills,Type,Work Hours,,
Butler,Hidden Hills Villas,"Kecamatan Kuta Selatan, Bali, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4019662403&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Kecamatan Kuta Selatan, Bali, Indonesia",11-50 employees,Hospitality  11-50 employees   17 on LinkedIn,"Banquets, Catering, Customer Satisfaction, English, Event Planning, Food and Beverage Operations, Front Office Operations, Hospitality Industry, MICROS, and Teamwork","Skills: MICROS, English, +8 more","Banquets, Catering, Customer Satisfaction, English, Event Planning, Food and Beverage Operations, Front Office Operations, Hospitality Industry, MICROS, and Teamwork",Try Premium for IDR0,Hidden Hills Villas,"Banquets, Catering, Customer Satisfaction, English, Event Planning, Food and Beverage Operations, Front Office Operations, Hospitality Industry, MICROS, and Teamwork",On-site,Full-time,,
Food Production Manager,Pt PMA Greenfield Work and Flow,"Ubud, Bali, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4018984579&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Ubud, Bali, Indonesia",51-200 employees,Hospitality  51-200 employees   6 on LinkedIn,"Equipment Maintenance, Food Processing, Food Safety, Food Service, Leadership, Problem Solving, Production Management, Quality Control, Safety Regulations, and Team Leadership","Skills: Quality Control, Equipment Maintenance, +8 more",Professional in English,Try Premium for IDR0,Pt PMA Greenfield Work and Flow,Professional in English,Hybrid,Full-time,,
Sr. Data Analyst,ASTRO,Indonesia,https://www.linkedin.com/jobs/search/?currentJobId=3934460567&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Indonesia,201-500 employees,"Technology, Information and Internet  201-500 employees   1,316 on LinkedIn",,"Skills: Critical Thinking, Data Analysis, +8 more","Analytical Skills, Attention to Detail, Critical Thinking, Data Analysis, Data Analytics, Data Visualization, Databases, Debugging, Statistical Tools, and Thinking Skills",Try Premium for IDR0,ASTRO,"Analytical Skills, Attention to Detail, Critical Thinking, Data Analysis, Data Analytics, Data Visualization, Databases, Debugging, Statistical Tools, and Thinking Skills",Remote,Full-time,,
Data Product Management (Games) - Sea Labs,Shopee,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3981849731&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn",,11 school alumni work here,"Analytics, Communication, Creative Ideation, Data Analysis, Data Analytics, Key Metrics, Model Training, Oral Communication, Technical Architecture, and User Behavior","Skills: Data Analytics, Key Metrics, +8 more",Shopee,"Analytics, Communication, Creative Ideation, Data Analysis, Data Analytics, Key Metrics, Model Training, Oral Communication, Technical Architecture, and User Behavior",On-site,Full-time,,
Consultant - Artificial Intelligence & Data - ID,Deloitte,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=4017142618&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Jakarta Metropolitan Area,Loading job details,,,2 school alumni work here,,"Skills: Netezza, Problem Solving, +8 more",,,On-site,Full-time,,
Market Surveyor (Badminton Sports Items),SUNRISE & CO (PTE) LTD,Indonesia,https://www.linkedin.com/jobs/search/?currentJobId=3981953127&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Indonesia,51-200 employees,Wholesale  51-200 employees   41 on LinkedIn,,"Skills: Badminton, Consumer Behavior, +8 more","Badminton, Communication, Consumer Behavior, Critical Thinking, Interpersonal Skills, Market Share, Sports, Surveying, Thinking Skills, and Topographic Surveys",Try Premium for IDR0,SUNRISE & CO (PTE) LTD,"Badminton, Communication, Consumer Behavior, Critical Thinking, Interpersonal Skills, Market Share, Sports, Surveying, Thinking Skills, and Topographic Surveys",Remote,Full-time,,
CRA (Level I),Thermo Fisher Scientific,"Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4019523712&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Jakarta, Jakarta, Indonesia","10,001+ employees","Biotechnology Research  10,001+ employees   95,236 on LinkedIn",,"Skills: Good Clinical Practice (GCP), ICH, +8 more","Clinical Monitoring, Clinical Trials, Critical Thinking, Good Clinical Practice (GCP), Google Cloud Platform (GCP), ICH, Regulatory Requirements, Root Cause, Status Tracking, and Thinking Skills",Try Premium for IDR0,Thermo Fisher Scientific,"Clinical Monitoring, Clinical Trials, Critical Thinking, Good Clinical Practice (GCP), Google Cloud Platform (GCP), ICH, Regulatory Requirements, Root Cause, Status Tracking, and Thinking Skills",Hybrid,Full-time,,
Manager Data Analytics,Prakerja,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004144821&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Jakarta, Jakarta, Indonesia",51-200 employees,Government Relations Services  51-200 employees   328 on LinkedIn,,"Skills: Logical Reasoning, Project Plans, +8 more","Analytical Skills, Analytics, Communication, Computer Science, Data Analysis, Logical Reasoning, Project Management, Project Plans, Reasoning Skills, and Workload Prioritization",Try Premium for IDR0,Prakerja,"Analytical Skills, Analytics, Communication, Computer Science, Data Analysis, Logical Reasoning, Project Management, Project Plans, Reasoning Skills, and Workload Prioritization",On-site,Full-time,,
"Manager, Analytics & Insights (Bangkok-based, relocation provided)",Agoda,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3940961800&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Bali, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn",,"Skills: A/B Testing, Business Insights, +8 more","A/B Testing, Analytics, Business Insights, Business Metrics, Data Analytics, Data Science, Data Visualization, Datasets, Interpersonal Communication, and Statistical Modeling",Try Premium for IDR0,Agoda,"A/B Testing, Analytics, Business Insights, Business Metrics, Data Analytics, Data Science, Data Visualization, Datasets, Interpersonal Communication, and Statistical Modeling",On-site,Full-time,,
"Vice President, Global Financial Crimes Specialist, Indonesia",Bank of America,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4020211538&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Jakarta Metropolitan Area,"10,001+ employees","Banking  10,001+ employees   210,808 on LinkedIn",,"Skills: Issue Management, Regulatory Training, +8 more","Coaching, Critical Thinking, Economic Sanctions, Global Compliance, Issue Management, Management Accounting, Operational Risk, Regulatory Compliance, Regulatory Training, and Risk Assessment",Try Premium for IDR0,Bank of America,"Coaching, Critical Thinking, Economic Sanctions, Global Compliance, Issue Management, Management Accounting, Operational Risk, Regulatory Compliance, Regulatory Training, and Risk Assessment",On-site,Full-time,,
Warehouse Lead - Solo,Shopee,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018953909&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn",,11 school alumni work here,"Bahasa Indonesia, English, Inventory Control, Microsoft Excel, Problem Solving, SAP Products, Shipping & Receiving, Standard Operating Procedure (SOP), Warehouse Management Systems, and Warehouse Operations","Skills: Bahasa Indonesia, English, +8 more",Shopee,"Bahasa Indonesia, English, Inventory Control, Microsoft Excel, Problem Solving, SAP Products, Shipping & Receiving, Standard Operating Procedure (SOP), Warehouse Management Systems, and Warehouse Operations",On-site,Full-time,,
Senior Consultant - SAP SD / BP,Deloitte,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3937775657&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Surabaya, East Java, Indonesia","10,001+ employees","Business Consulting and Services  10,001+ employees   437,408 on LinkedIn",,2 school alumni work here,"Business Process, Presentations, Process Analysis, SAP Configuration, SAP HANA, SAP Implementation, SAP Products, SAP Sales & Distribution, Statutory Accounting Principles (SAP), and Training Material","Skills: SAP Sales & Distribution, SAP HANA, +8 more",Deloitte,"Business Process, Presentations, Process Analysis, SAP Configuration, SAP HANA, SAP Implementation, SAP Products, SAP Sales & Distribution, Statutory Accounting Principles (SAP), and Training Material",On-site,Full-time,,
"Market Research, SPX Express",Shopee,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4019643608&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn",,11 school alumni work here,"Analytical Skills, Communication, Data Collection, Field Research, Market Analysis, Market Research, Problem Solving, Quantitative Research, Stakeholder Management, and Teamwork","Skills: Stakeholder Management, Problem Solving, +8 more",Shopee,"Analytical Skills, Communication, Data Collection, Field Research, Market Analysis, Market Research, Problem Solving, Quantitative Research, Stakeholder Management, and Teamwork",On-site,Full-time,,
Lead Data Scientist / Analytics Manager,Nikel,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3909546171&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Jakarta Metropolitan Area,11-50 employees,Financial Services  11-50 employees   379 on LinkedIn,,"Skills: R (Programming Language), Optimization Models, +8 more","Analytics, Data Analytics, Data Science, Model Development, Optimization Models, Performance Monitoring, Python (Programming Language), R (Programming Language), SQL, and Timelines",Try Premium for IDR0,Nikel,"Analytics, Data Analytics, Data Science, Model Development, Optimization Models, Performance Monitoring, Python (Programming Language), R (Programming Language), SQL, and Timelines",On-site,Full-time,,
"Senior Manager of Product Management, 2 Hour Learning (Remote) - $200,000/year USD",Crossover,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017082430&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"Denpasar, Bali, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Product Management, Product Road Mapping, +8 more","Business Insights, Communication, Content Creation, Cross-functional Team Leadership, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Try Premium for IDR0,Crossover,"Business Insights, Communication, Content Creation, Cross-functional Team Leadership, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Remote,Full-time,,
District Data Associate for TB ICF/ACF (East Java),Management Sciences for Health,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3964079763&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,"East Java, Indonesia","1,001-5,000 employees","Non-profit Organizations  1,001-5,000 employees   2,645 on LinkedIn",,"Skills: System Monitoring, Data Collection, +8 more","Data Collection, Data Entry, Data Management, Database Management System (DBMS), Databases, English, Facilitation, IBM SPSS, Prisons, and System Monitoring",Try Premium for IDR0,Management Sciences for Health,"Data Collection, Data Entry, Data Management, Database Management System (DBMS), Databases, English, Facilitation, IBM SPSS, Prisons, and System Monitoring",On-site,Full-time,,
AI,Dikshatek Indonesia,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3736943377&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=200,Greater Surabaya,"501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   106 on LinkedIn",,Skills: Artificial Intelligence (AI),Artificial Intelligence (AI),Try Premium for IDR0,Dikshatek Indonesia,Artificial Intelligence (AI),On-site,Full-time,,
Machine Learning Engineer,PT Terampil Online Pratama,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=3997376133&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Jakarta Metropolitan Area,Not Known,,"Natrual Language Processing, Machine Learning, Feature Extraction, Evaluate Model, Collaboration",,,Try Premium for IDR0,,,On-site,Full-time,,
Data Scientist Lecturer - Bandung,Purwadhika Digital Technology School,"Bandung, West Java, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4016466287&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Bandung, West Java, Indonesia",51-200 employees,Professional Training and Coaching  51-200 employees   161 on LinkedIn,"Data Science, Machine Learning, Python (Programming Language), and SQL",2 school alumni work here,"Data Science, Machine Learning, Python (Programming Language), and SQL","Skills: Machine Learning, Python (Programming Language), +2 more",Purwadhika Digital Technology School,"Data Science, Machine Learning, Python (Programming Language), and SQL",On-site,Full-time,,
Senior Data Engineer,PT 360 Teknologi Indonesia,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4016494329&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   140 on LinkedIn,,"Skills: Data Engineering, Extract, Transform, Load (ETL), +3 more","Big Data, Data Engineering, Data Warehousing, Databases, and Extract, Transform, Load (ETL)",Try Premium for IDR0,PT 360 Teknologi Indonesia,"Big Data, Data Engineering, Data Warehousing, Databases, and Extract, Transform, Load (ETL)",Hybrid,Contract,,
Senior Data Scientist,Akar Inti Data,"Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3970152632&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Jakarta, Indonesia",2-10 employees,Information Technology & Services  2-10 employees   21 on LinkedIn,,"Skills: Data Science, Problem Solving, +8 more","Communication, Computer Science, Data Science, Deep Learning, Natural Language Processing (NLP), Oral Communication, Pattern Recognition, Predictive Analytics, Predictive Modeling, and Problem Solving",Try Premium for IDR0,Akar Inti Data,"Communication, Computer Science, Data Science, Deep Learning, Natural Language Processing (NLP), Oral Communication, Pattern Recognition, Predictive Analytics, Predictive Modeling, and Problem Solving",Hybrid,Full-time,,
Sr Data Scientist,Amar Bank,"Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3834482838&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Banking  1,001-5,000 employees   793 on LinkedIn",,"Skills: Analytical Techniques, Data Science, +8 more","Analytical Skills, Analytical Techniques, Communication, Data Science, Deep Learning, Machine Learning, Pattern Recognition, Predictive Analytics, R (Programming Language), and SQL",Try Premium for IDR0,Amar Bank,"Analytical Skills, Analytical Techniques, Communication, Data Science, Deep Learning, Machine Learning, Pattern Recognition, Predictive Analytics, R (Programming Language), and SQL",On-site,Full-time,,
Data Scientist,NorthBay Solutions,"Jakarta, Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3821057556&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   346 on LinkedIn,,"Skills: Jupyter, Data Science, +8 more","Artificial Intelligence (AI), Dashboards, Data Science, Jupyter, Laptops, Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Python (Programming Language), and Vector",Try Premium for IDR0,NorthBay Solutions,"Artificial Intelligence (AI), Dashboards, Data Science, Jupyter, Laptops, Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Python (Programming Language), and Vector",On-site,Full-time,,
Senior Data Engineer,"Dealls – Jobs, CV & Mentoring",Indonesia,https://www.linkedin.com/jobs/search/?currentJobId=4009761836&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Indonesia,201-500 employees,"Internet Marketplace Platforms  201-500 employees   1,342 on LinkedIn",,4 school alumni work here,"Apache Kafka, Apache Spark, Computer Science, Data Architecture, Data Engineering, Data Models, Data Quality, Java, Python (Programming Language), and Technical Requirements","Skills: Data Engineering, Python (Programming Language), +8 more","Dealls – Jobs, CV & Mentoring","Apache Kafka, Apache Spark, Computer Science, Data Architecture, Data Engineering, Data Models, Data Quality, Java, Python (Programming Language), and Technical Requirements",Remote,,,
Data Scientist,byOrange,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=3787773447&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Jakarta Metropolitan Area,51-200 employees,Advertising Services  51-200 employees   53 on LinkedIn,,"Skills: Data Visualization, Data Science, +8 more","Analytics, Communication, Data Analytics, Data Mining, Data Science, Data Visualization, Problem Solving, Relational Databases, Statistical Concepts, and Visualization",Try Premium for IDR0,byOrange,"Analytics, Communication, Data Analytics, Data Mining, Data Science, Data Visualization, Problem Solving, Relational Databases, Statistical Concepts, and Visualization",On-site,Full-time,,
Data Scientist,Integrity Asia,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=3998275390&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Jakarta Metropolitan Area,51-200 employees,Business Consulting and Services  51-200 employees   58 on LinkedIn,,"Skills: ETL Tools, Data Science, +8 more","Communication, Computer Science, Data Cleaning, Data Engineering, Data Science, ETL Tools, English, Extract, Transform, Load (ETL), Natural Language Processing (NLP), and Web Scraping",Try Premium for IDR0,Integrity Asia,"Communication, Computer Science, Data Cleaning, Data Engineering, Data Science, ETL Tools, English, Extract, Transform, Load (ETL), Natural Language Processing (NLP), and Web Scraping",On-site,Full-time,,
Data Engineer,iZeno,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4008393311&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   202 on LinkedIn,"Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake","Skills: Data Analytics, MySQL, +9 more","Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake",Try Premium for IDR0,iZeno,"Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake",On-site,Full-time,,
Crypto Data Scientist / Machine Learning Engineer (Indonesia-Remote),Jobs via eFinancialCareers,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3964155556&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",201-500 employees,Staffing and Recruiting  201-500 employees   14 on LinkedIn,,"Skills: Data Science, Pattern Recognition, +8 more","Artificial Intelligence (AI), Computer Science, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), Statistical Analysis, and Statistics",Try Premium for IDR0,Jobs via eFinancialCareers,"Artificial Intelligence (AI), Computer Science, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), Statistical Analysis, and Statistics",Full-time,Entry level,,
Software Development Team Lead,B2BE,"Surabaya, East Java, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3996161974&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Surabaya, East Java, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   291 on LinkedIn,"Business Solution, Team Leadership, and Web Development","Skills: Web Development, Team Leadership, +1 more","Business Solution, Team Leadership, and Web Development",Try Premium for IDR0,B2BE,"Business Solution, Team Leadership, and Web Development",On-site,Full-time,,
Data Center Engineer (System Administrator),PT Lion Super Indo,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008370672&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia","10,001+ employees","Retail  10,001+ employees   13,563 on LinkedIn","Active Directory, Data Centers, High Availability (HA), Information Technology, Microsoft Exchange, Microsoft Products, Operating Systems, Red Hat Linux, Replication (Computing), SAP Products, and Server Management",4 school alumni work here,Bachelor's Degree,"Skills: Data Centers, Operating Systems, +9 more",PT Lion Super Indo,Bachelor's Degree,On-site,Full-time,,
Middle Data Scientist,PT. Neural Technologies Indonesia,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4010239080&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Jakarta Metropolitan Area,11-50 employees,Telecommunications  11-50 employees   8 on LinkedIn,,"Skills: Query Languages, Data Science, +8 more","Communication, D3.js, Data Integrity, Data Science, NumPy, Pattern Recognition, Presentations, Query Languages, Query Writing, and SQL",Try Premium for IDR0,PT. Neural Technologies Indonesia,"Communication, D3.js, Data Integrity, Data Science, NumPy, Pattern Recognition, Presentations, Query Languages, Query Writing, and SQL",On-site,Full-time,,
Senior Data Scientist,WeNetwork,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4006969081&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",51-200 employees,Staffing and Recruiting  51-200 employees   60 on LinkedIn,,"Skills: Data Visualization, Data Analytics, +8 more","Analytics, Causal Inference, Data Analytics, Data Mining, Data Science, Data Visualization, Deep Learning, Hypothesis Testing, Keras, and TensorFlow",Try Premium for IDR0,WeNetwork,"Analytics, Causal Inference, Data Analytics, Data Mining, Data Science, Data Visualization, Deep Learning, Hypothesis Testing, Keras, and TensorFlow",On-site,Full-time,,
Scrum Master,VLink Inc,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4010051301&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia","501-1,000 employees","IT Services and IT Consulting  501-1,000 employees   439 on LinkedIn","Agile Methodologies, Project Management, Retrospectives, Scrum, Software Development Life Cycle (SDLC), and Sprint Planning","Skills: Sprint Planning, Retrospectives, +4 more",Professional in English,Try Premium for IDR0,VLink Inc,Professional in English,On-site,Contract,,
Head of Product,SawitPRO,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017439714&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",51-200 employees,"Technology, Information and Internet  51-200 employees   192 on LinkedIn","Communication, Product Design, Product Development, Product Management, Strategic Planning, Strategic Thinking, and Team Leadership","Skills: Strategic Thinking, Product Management, +5 more",Bachelor's Degree,Try Premium for IDR0,SawitPRO,Bachelor's Degree,On-site,Full-time,,
Data Scientist - Risk Platform,Cermati.com,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=3767576333&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Jakarta Metropolitan Area,"1,001-5,000 employees","Financial Services  1,001-5,000 employees   477 on LinkedIn",,"Skills: Key Metrics, Problem Solving, +8 more","Communication, Data Integrity, Data Science, Deep Learning, Key Metrics, Natural Language Processing (NLP), Predictive Analytics, Problem Solving, Query Writing, and Risk Modeling",Try Premium for IDR0,Cermati.com,"Communication, Data Integrity, Data Science, Deep Learning, Key Metrics, Natural Language Processing (NLP), Predictive Analytics, Problem Solving, Query Writing, and Risk Modeling",On-site,Full-time,,
Senior Security Engineer - Blue Team,Flip,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=4004277562&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,"Jakarta, Indonesia",201-500 employees,Financial Services  201-500 employees   613 on LinkedIn,"Burp Suite, Cybersecurity, Ethical Hacking, Firewalls, GPEN, Metasploit, OSCP, Python (Programming Language), Security Information and Event Management (SIEM), and Vulnerability Assessment",1 school alum works here,Bachelor's Degree,"Skills: Ethical Hacking, Firewalls, +8 more",Flip,Bachelor's Degree,Hybrid,Full-time,,
Video Editor,,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4019927099&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,,Loading job details,,,,,,,,,,,
Senior Data Scientist,Pt. Inovasi Anak Indonesia,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4012934266&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,Jakarta Metropolitan Area,,,,,,Try Premium for IDR0,,,On-site,Full-time,,
Senior Crypto Data Engineer (Jakarta - Remote),Token Metrics,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3976883779&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,"Jakarta, Indonesia",11-50 employees,Internet Publishing  11-50 employees   37 on LinkedIn,,"Skills: Data Modeling, NoSQL, +8 more","Data Analytics, Data Engineering, Data Lakes, Data Modeling, Data Validation, Deployment Strategies, Java, NoSQL, Python (Programming Language), and SQL",Try Premium for IDR0,Token Metrics,"Data Analytics, Data Engineering, Data Lakes, Data Modeling, Data Validation, Deployment Strategies, Java, NoSQL, Python (Programming Language), and SQL",Remote,Full-time,,
Senior Data Analyst (Pipeline),SQE (S-Quantum Engine),6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4013933868&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,"Jakarta, Indonesia","5,001-10,000 employees","Financial Services  5,001-10,000 employees   116 on LinkedIn","Analytical Skills, Applied Mathematics, Data Analysis, Data Analytics, Mathematics Education, SQL, and Visualization",1 school alum works here,Professional in English,"Skills: Data Analytics, SQL, +5 more",SQE (S-Quantum Engine),Professional in English,Hybrid,Full-time,,
