Job Title,Company Name,Location,URL,Company Location,company size,Industry_stats,Job Qualifications,Job Skills,Job Skills,Job Skills,Profile,Skills,Type,Work Hours,,
Data Scientist,PT ITSEC Asia Tbk,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4000479605&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Jakarta, Indonesia",201-500 employees,Information Technology & Services  201-500 employees   281 on LinkedIn,,"Skills: Data Science, Data Analytics, +8 more","Analytical Skills, Big Data, Data Analysis, Data Analytics, Data Science, Hadoop, Hypothesis Testing, Python (Programming Language), SQL, and Technical Advisory",Try Premium for IDR0,PT ITSEC Asia Tbk,"Analytical Skills, Big Data, Data Analysis, Data Analytics, Data Science, Hadoop, Hypothesis Testing, Python (Programming Language), SQL, and Technical Advisory",Hybrid,Full-time,,
Principal UX Designer,DELOS,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3999653199&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Indonesia",51-200 employees,Biotechnology Research  51-200 employees   160 on LinkedIn,"Cascading Style Sheets (CSS), Communication, Design Thinking, Figma (Software), HTML, Human Computer Interaction, Interpersonal Skills, Product Design, Software as a Service (SaaS), UX Research, User Experience (UX), and User Interface Design","Skills: Human Computer Interaction, User Experience (UX), +10 more",Professional in English,Try Premium for IDR0,DELOS,Professional in English,On-site,Full-time,,
Data Analyst,Astek,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4012436555&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   4,632 on LinkedIn",,"Skills: Data Science, Statistical Concepts, +8 more","Analytics, Dashboards, Data Analysis, Data Analytics, Data Science, Data Visualization, Key Performance Indicators, Pattern Recognition, Statistical Concepts, and Visualization",Try Premium for IDR0,Astek,"Analytics, Dashboards, Data Analysis, Data Analytics, Data Science, Data Visualization, Key Performance Indicators, Pattern Recognition, Statistical Concepts, and Visualization",Hybrid,Full-time,,
Senior Data Scientist (Pipeline),SQE (S-Quantum Engine),22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4013937462&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Indonesia","5,001-10,000 employees","Financial Services  5,001-10,000 employees   116 on LinkedIn","Data Science, Presentation Skills, Problem Solving, PyTorch, Python (Programming Language), R (Programming Language), SQL, Scikit-Learn, Statistical Modeling, Tableau, and TensorFlow",1 school alum works here,Professional in English,"Skills: PyTorch, Data Science, +9 more",SQE (S-Quantum Engine),Professional in English,Hybrid,Full-time,,
"Senior Product Manager, 2 Hour Learning (Remote) - $200,000/year USD",Crossover,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017076584&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Denpasar, Bali, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Product Management, Product Road Mapping, +8 more","Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Try Premium for IDR0,Crossover,"Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",$100/hr,Remote,,
"Artificial Intelligence Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017083220&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Medan, North Sumatra, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",$50/hr,Remote,,
Chubb Life - IT Data Warehouse,Chubb Life,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3984556665&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Indonesia","10,001+ employees","Insurance  10,001+ employees   2,047 on LinkedIn",,"Skills: Data Warehousing, SQL Server Analysis Services (SSAS), +8 more","Audio Mastering, Crystal Reports, Data Mining, Data Warehousing, Database Management System (DBMS), Databases, QlikView, SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), and Warehouse Operations",Try Premium for IDR0,Chubb Life,"Audio Mastering, Crystal Reports, Data Mining, Data Warehousing, Database Management System (DBMS), Databases, QlikView, SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), and Warehouse Operations",On-site,Full-time,,
Assistant Manager - Business Development,Nefab,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018422294&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Jakarta Metropolitan Area,"1,001-5,000 employees","Packaging and Containers Manufacturing  1,001-5,000 employees   1,763 on LinkedIn",,"Skills: Presentations, New Business Opportunities, +8 more","Business Development, Business Development Strategy, Business Strategy, Communication, Leadership, New Business Opportunities, Presentation Skills, Presentations, Sales, and Thermoforming",Try Premium for IDR0,Nefab,"Business Development, Business Development Strategy, Business Strategy, Communication, Leadership, New Business Opportunities, Presentation Skills, Presentations, Sales, and Thermoforming",Remote,Contract,,
Java Developer with Python,Alex Solutions,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008969293&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Indonesia,51-200 employees,Software Development  51-200 employees   110 on LinkedIn,"Business Intelligence (BI), Databases, Extract, Transform, Load (ETL), Java, PostgreSQL, Python (Programming Language), REST APIs, SQL, Software Development, and XQuery","Skills: Java, REST APIs, +8 more",Working in a remote setting,Try Premium for IDR0,Alex Solutions,Working in a remote setting,Remote,Full-time,,
"Senior Product Manager, 2 Hour Learning (Remote) - $200,000/year USD",Crossover,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017080304&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Product Management, Product Road Mapping, +8 more","Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Try Premium for IDR0,Crossover,"Communication, Content Creation, Cross-functional Team Leadership, Data Analysis, Problem Solving, Product Management, Product Road Mapping, Product Vision, User Experience (UX), and Workflow Automation",Remote,Full-time,,
"Full Stack Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017077387&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Malang, East Java, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Front-End Development, Back-End Web Development, +8 more","Angular, Back-End Web Development, Django, Flask, Front-End Development, Full-Stack Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Back-End Web Development, Django, Flask, Front-End Development, Full-Stack Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,,
Data Partner Monetization Lead,PT. Indosat Tbk,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3996412847&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Indonesia","1,001-5,000 employees","Telecommunications  1,001-5,000 employees   10,138 on LinkedIn",,4 school alumni work here,"Ad Serving, Analytics, Communication, Data Management, Digital Marketing, Go-to-Market Strategy, Request for Information (RFI), Request for Proposal (RFP), Request for Quotation (RFQ), and Written Communication","Skills: Request for Information (RFI), Digital Marketing, +8 more",PT. Indosat Tbk,"Ad Serving, Analytics, Communication, Data Management, Digital Marketing, Go-to-Market Strategy, Request for Information (RFI), Request for Proposal (RFP), Request for Quotation (RFQ), and Written Communication",On-site,Full-time,,
Senior Data Analyst (Credit Risk),Funding Societies | Modalku Group,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004163088&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Jakarta Metropolitan Area,201-500 employees,Financial Services  201-500 employees   523 on LinkedIn,,"Skills: Data Analytics, Analytics, +8 more","Analytics, Credit Risk Management, Dashboards, Data Analytics, Data Mining, Data Science, Data Visualization, Databases, Risk Management, and Visualization",Try Premium for IDR0,Funding Societies | Modalku Group,"Analytics, Credit Risk Management, Dashboards, Data Analytics, Data Mining, Data Science, Data Visualization, Databases, Risk Management, and Visualization",Hybrid,Full-time,,
Data Scientist,DKATALIS,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3997205605&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,"Jakarta, Jakarta, Indonesia",201-500 employees,IT Services and IT Consulting  201-500 employees   374 on LinkedIn,,1 school alum works here,"Artificial Intelligence (AI), Customer Analysis, Data Science, Knowledge Graphs, Natural Language Processing (NLP), NumPy, Pandas (Software), Problem Solving, Recommender Systems, and Scikit-Learn","Skills: Pandas (Software), Scikit-Learn, +8 more",DKATALIS,"Artificial Intelligence (AI), Customer Analysis, Data Science, Knowledge Graphs, Natural Language Processing (NLP), NumPy, Pandas (Software), Problem Solving, Recommender Systems, and Scikit-Learn",Hybrid,Full-time,,
Manager – Coal Origination,Redstone Search Group,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4007874708&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Jakarta Metropolitan Area,11-50 employees,Staffing and Recruiting  11-50 employees   31 on LinkedIn,,"Skills: Coal, Relationship Building, +8 more","Business Development, Coal, Direct Sales, Financial Instruments, Marketing, Negotiation, Product Knowledge, Relationship Building, Sales Processes, and Strategic Sourcing",Try Premium for IDR0,Redstone Search Group,"Business Development, Coal, Direct Sales, Financial Instruments, Marketing, Negotiation, Product Knowledge, Relationship Building, Sales Processes, and Strategic Sourcing",On-site,Full-time,,
AWS Certified Content reviewer,Centific,22 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008929612&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Indonesia,"5,001-10,000 employees","Software Development  5,001-10,000 employees   2,240 on LinkedIn",Amazon Web Services (AWS),Skills: Amazon Web Services (AWS),3+ years of work experience with Amazon Web Services (AWS),Try Premium for IDR0,Centific,3+ years of work experience with Amazon Web Services (AWS),Remote,Full-time,,
Senior Data Scientist (Malaysia Relocation),Hyppies.com,Jakarta Metropolitan Area,https://www.linkedin.com/jobs/search/?currentJobId=3999268945&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Jakarta Metropolitan Area,11-50 employees,Staffing and Recruiting  11-50 employees   26 on LinkedIn,,"Skills: Data Science, Data Mining, +8 more","Analytics, Data Analytics, Data Mining, Data Science, Data Visualization, Predictive Analytics, Python (Programming Language), SQL, Statistical Modeling, and Visualization",Try Premium for IDR0,Hyppies.com,"Analytics, Data Analytics, Data Mining, Data Science, Data Visualization, Predictive Analytics, Python (Programming Language), SQL, Statistical Modeling, and Visualization",Hybrid,Full-time,,
Autonomous Vehicle Perception Engineer,Mitra Informatika,"Surabaya, East Java, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3919417880&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Surabaya, East Java, Indonesia",51-200 employees,Software Development  51-200 employees   67 on LinkedIn,,10 school alumni work here,"Camera Calibration, Mechanical Engineering, OpenGL, and Systems Engineering","Skills: OpenGL, Systems Engineering, +2 more",Mitra Informatika,"Camera Calibration, Mechanical Engineering, OpenGL, and Systems Engineering",On-site,Full-time,,
Crypto Data Scientist / Machine Learning Engineer (Indonesia-Remote),Token Metrics,"Jakarta, Indonesia",https://www.linkedin.com/jobs/search/?currentJobId=3922049925&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia",11-50 employees,Internet Publishing  11-50 employees   37 on LinkedIn,,"Skills: Statistical Analysis, Data Science, +8 more","Artificial Intelligence (AI), Computer Science, Data Analytics, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), and Statistical Analysis",Try Premium for IDR0,Token Metrics,"Artificial Intelligence (AI), Computer Science, Data Analytics, Data Mining, Data Modeling, Data Science, Machine Learning, Pattern Recognition, R (Programming Language), and Statistical Analysis",Remote,Full-time,,
Product Manager - Perpetual and Futures Contracts,Staffing Ninja,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4011924019&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Indonesia,2-10 employees,Staffing and Recruiting  2-10 employees   26 on LinkedIn,"Cryptocurrency, Product Design, and Product Management","Skills: Product Design, Cryptocurrency, +1 more",Native or bilingual in Chinese,Try Premium for IDR0,Staffing Ninja,Native or bilingual in Chinese,Remote,Full-time,,
Senior Researcher FAEI,The KPI Institute,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4005455094&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Desa Penengahan, Lampung, Indonesia",51-200 employees,Research Services  51-200 employees   328 on LinkedIn,,2 school alumni work here,"Analytical Skills, Analytical Techniques, Communication, Complex Analysis, Data Analysis, Data Analytics, Data Interpretation, Data Manipulation, Research Projects, and Statistical Modeling","Skills: Data Manipulation, Research Projects, +8 more",The KPI Institute,"Analytical Skills, Analytical Techniques, Communication, Complex Analysis, Data Analysis, Data Analytics, Data Interpretation, Data Manipulation, Research Projects, and Statistical Modeling",Remote,Full-time,,
Data Engineer,Lancesoft Indonesia,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3979555386&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","1,001-5,000 employees","Staffing and Recruiting  1,001-5,000 employees   11 on LinkedIn","Amazon Web Services (AWS), Docker Products, Python (Programming Language), SQL, and Software Development Life Cycle (SDLC)","Skills: Software Development Life Cycle (SDLC), Amazon Web Services (AWS), +3 more",3+ years of work experience with Software Development Life Cycle (SDLC),Try Premium for IDR0,Lancesoft Indonesia,3+ years of work experience with Software Development Life Cycle (SDLC),On-site,Contract,,
Core Data Architect Specialist,AIA Indonesia,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4001665019&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","1,001-5,000 employees","Insurance  1,001-5,000 employees   1,568 on LinkedIn","Azure Data Factory, Azure Data Lake, Azure Databricks, Big Data, Data Architecture, Data Warehouse Architecture, ETL Tools, Extract, Transform, Load (ETL), and Microsoft Azure",1 school alum works here,Bachelor's Degree,"Skills: Azure Databricks, ETL Tools, +7 more",AIA Indonesia,Bachelor's Degree,On-site,Full-time,,
"Manager, Product",Western Union,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018970016&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Greater Surabaya,"5,001-10,000 employees","Financial Services  5,001-10,000 employees   14,134 on LinkedIn",,"Skills: User Stories, Product Requirements, +8 more","Agile Training, Business Requirements, Business Writing, Key Performance Indicators, Mobile Platforms, Product Management, Product Requirements, Product Strategy, User Stories, and Wireframing",Try Premium for IDR0,Western Union,"Agile Training, Business Requirements, Business Writing, Key Performance Indicators, Mobile Platforms, Product Management, Product Requirements, Product Strategy, User Stories, and Wireframing",Hybrid,Full-time,,
Education Counselor Manager,Expert Education & Visa Services,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3747035954&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","501-1,000 employees","Education Management  501-1,000 employees   424 on LinkedIn","Admissions, College Applications, Counseling, Events, International Students, Interpersonal Skills, Study Skills, and Working Experience","Skills: Working Experience, Interpersonal Skills, +6 more",Professional in English,Try Premium for IDR0,Expert Education & Visa Services,Professional in English,On-site,Full-time,,
Machine Learning Engineer - LLM,YO HR Consultancy,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008149709&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Indonesia,11-50 employees,Business Consulting and Services  11-50 employees   31 on LinkedIn,,"Skills: NumPy, Pandas (Software), +8 more","Data Manipulation, Deep Learning, Keras, Machine Learning, NumPy, Pandas (Software), PyTorch, Python (Programming Language), TensorFlow, and Unsupervised Learning",Try Premium for IDR0,YO HR Consultancy,"Data Manipulation, Deep Learning, Keras, Machine Learning, NumPy, Pandas (Software), PyTorch, Python (Programming Language), TensorFlow, and Unsupervised Learning",Remote,Contract  ,,
Research And Development Specialist,Fapon,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008331204&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Kecamatan Cikarang Selatan, West Java, Indonesia","1,001-5,000 employees","Biotechnology Research  1,001-5,000 employees   155 on LinkedIn","Research Skills, Research and Development (R&D), and Skill Development","Skills: Skill Development, Research Skills, +1 more",Professional in English,Try Premium for IDR0,Fapon,Professional in English,On-site,Full-time,,
Head of Product Innovation Manager (Skincare and Nutrition),Gently,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4013327759&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Kota Tangerang Selatan, Banten, Indonesia",11-50 employees,Personal Care Product Manufacturing  11-50 employees   73 on LinkedIn,"Nutrition, Personal Care Products, Product Innovation, and Skin Care","Skills: Nutrition, Personal Care Products, +2 more",Bachelor's Degree,Try Premium for IDR0,Gently,Bachelor's Degree,On-site,Full-time,,
Principal Data Engineer and Analytics,Kredivo Group,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004128616&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","1,001-5,000 employees","Financial Services  1,001-5,000 employees   1,617 on LinkedIn",,"Skills: Data Manipulation, Database Scripting, +8 more","Amazon Redshift, Communication, Data Engineering, Data Manipulation, Data Science, Data Warehousing, Database Scripting, Google BigQuery, Google Cloud Platform (GCP), and Microsoft Azure",Try Premium for IDR0,Kredivo Group,"Amazon Redshift, Communication, Data Engineering, Data Manipulation, Data Science, Data Warehousing, Database Scripting, Google BigQuery, Google Cloud Platform (GCP), and Microsoft Azure",Hybrid,Full-time,,
Machine Learning Engineer,PT. EIKON Technology,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3958921542&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Jakarta, Indonesia",11-50 employees,Information Technology & Services  11-50 employees   47 on LinkedIn,,"Skills: Data Engineering, Machine Learning, +8 more","Computer Science, Data Engineering, Data Processing, Data Science, Deep Learning, MLOps, Machine Learning, Machine Learning Algorithms, Natural Language Processing (NLP), and Pattern Recognition",Try Premium for IDR0,PT. EIKON Technology,"Computer Science, Data Engineering, Data Processing, Data Science, Deep Learning, MLOps, Machine Learning, Machine Learning Algorithms, Natural Language Processing (NLP), and Pattern Recognition",On-site,Full-time,,
New Product Development Specialist,Rocketindo,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004243243&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia",51-200 employees,"Technology, Information and Internet  51-200 employees   196 on LinkedIn",Cosmetic Formulation,Skills: Cosmetic Formulation,Working in an onsite setting,Try Premium for IDR0,Rocketindo,Working in an onsite setting,On-site,Full-time,,
Data/Platform Network Engineer,Wolkk.,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4015197004&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Indonesia,11-50 employees,Software Development  11-50 employees   31 on LinkedIn,"Amazon Web Services (AWS), Bash, Google Cloud Platform (GCP), Linux, Microsoft Azure, and Python (Programming Language)",1 school alum works here,"Amazon Web Services (AWS), Bash, Google Cloud Platform (GCP), Linux, Microsoft Azure, and Python (Programming Language)","Skills: Amazon Web Services (AWS), Microsoft Azure, +4 more",Wolkk.,"Amazon Web Services (AWS), Bash, Google Cloud Platform (GCP), Linux, Microsoft Azure, and Python (Programming Language)",Remote,Contract,,
"Full Stack Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017081634&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Yogyakarta, Yogyakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Front-End Development, Back-End Web Development, +8 more","Angular, Back-End Web Development, Django, Flask, Front-End Development, Full-Stack Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Back-End Web Development, Django, Flask, Front-End Development, Full-Stack Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Remote,Full-time,,
Search Engine Optimization Specialist,RedDoorz,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4016708068&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","501-1,000 employees","Hospitality  501-1,000 employees   1,402 on LinkedIn","Ahrefs, Analytical Skills, Google Analytics, Keyword Research, and Search Engine Optimization (SEO)","Skills: Ahrefs, Keyword Research, +3 more",Can start immediately,Try Premium for IDR0,RedDoorz,Can start immediately,On-site,Full-time,,
Senior Data Scientist,Nikel,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3999416283&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Jakarta Metropolitan Area,11-50 employees,Financial Services  11-50 employees   379 on LinkedIn,,"Skills: Cluster Analysis, Time Series Analysis, +8 more","Cluster Analysis, Data Analytics, Data Science, Deep Learning, Optimization Models, Python (Programming Language), R (Programming Language), SQL, Sentiment Analysis, and Time Series Analysis",Try Premium for IDR0,Nikel,"Cluster Analysis, Data Analytics, Data Science, Deep Learning, Optimization Models, Python (Programming Language), R (Programming Language), SQL, Sentiment Analysis, and Time Series Analysis",On-site,Full-time,,
Python Data Scientist/Analyst - LLM Project,YO HR Consultancy,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3949893368&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Indonesia,11-50 employees,Business Consulting and Services  11-50 employees   31 on LinkedIn,,"Skills: Data Science, Data Analytics, +8 more","Analytics, Computer Science, Data Analysis, Data Analytics, Data Science, Drawing, Jupyter, Laptops, Problem Solving, and Python (Programming Language)",Try Premium for IDR0,YO HR Consultancy,"Analytics, Computer Science, Data Analysis, Data Analytics, Data Science, Drawing, Jupyter, Laptops, Problem Solving, and Python (Programming Language)",Remote,Contract,,
Python Data Scientist/Analyst - LLM Project,YO HR Consultancy,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3949893368&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Indonesia,11-50 employees,Business Consulting and Services  11-50 employees   31 on LinkedIn,,"Skills: Data Science, Data Analytics, +8 more","Analytics, Computer Science, Data Analysis, Data Analytics, Data Science, Drawing, Jupyter, Laptops, Problem Solving, and Python (Programming Language)",Try Premium for IDR0,YO HR Consultancy,"Analytics, Computer Science, Data Analysis, Data Analytics, Data Science, Drawing, Jupyter, Laptops, Problem Solving, and Python (Programming Language)",Remote,Contract,,
Developer (Power BI),Astek,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4012120745&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   4,632 on LinkedIn",,"Skills: ETL Testing, ETL Tools, +8 more","DAX, Data Visualization, Databases, ETL Testing, ETL Tools, Extract, Transform, Load (ETL), SQL, System Configuration, Transact-SQL (T-SQL), and Troubleshooting",Try Premium for IDR0,Astek,"DAX, Data Visualization, Databases, ETL Testing, ETL Tools, Extract, Transform, Load (ETL), SQL, System Configuration, Transact-SQL (T-SQL), and Troubleshooting",Hybrid,Full-time,,
Senior Data Engineer (Machine Learning),Aliz,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008407794&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   192 on LinkedIn,,"Skills: Data Science, Google BigQuery, +8 more","Airflow, Apache Airflow, Automation, Communication, Data Engineering, Data Science, English, Google BigQuery, Python (Programming Language), and Technical Architecture",Try Premium for IDR0,Aliz,"Airflow, Apache Airflow, Automation, Communication, Data Engineering, Data Science, English, Google BigQuery, Python (Programming Language), and Technical Architecture",Hybrid,Full-time,,
